id,group_Id,priority,is_DialogFirstPoint,printType,portrait_id,name_localkey,scenario_localkey,play_sound,play_bgm,scenario_effect_type,scenario_effect_value,execute_DelayTime,execute_Rate,first_show_check,ConditionData/0/useCondition_Type,ConditionData/0/useCondition_Value/0,set_background,set_background_cord_X,set_background_cord_Y,set_background_scale,SpineData/0/show_spine_resource_id,SpineData/0/spine_anim_resource_id,SpineData/0/spine_resource_cord_X,SpineData/0/spine_resource_cord_Y,SpineData/0/spine_resource_scale,SpineData/4/show_spine_resource_id,SpineData/4/spine_anim_resource_id,SpineData/4/spine_resource_cord_X,SpineData/4/spine_resource_cord_Y,SpineData/5/show_spine_resource_id,SpineData/5/spine_anim_resource_id,SpineData/5/spine_resource_cord_X,SpineData/5/spine_resource_cord_Y,SpineData/6/show_spine_resource_id,SpineData/6/spine_anim_resource_id,SpineData/6/spine_resource_cord_X,SpineData/6/spine_resource_cord_Y,SpineData/7/show_spine_resource_id,SpineData/7/spine_anim_resource_id,SpineData/8/show_spine_resource_id,SpineData/8/spine_anim_resource_id,SpineData/1/show_spine_resource_id,SpineData/1/spine_anim_resource_id,SpineData/1/spine_resource_cord_X,SpineData/1/spine_resource_cord_Y,SpineData/1/spine_resource_scale,SpineData/2/show_spine_resource_id,SpineData/2/spine_anim_resource_id,SpineData/2/spine_resource_cord_X,SpineData/2/spine_resource_cord_Y,SpineData/2/spine_resource_scale,hide_background,SpineData/0/hide_spine_resource_id,SpineData/1/hide_spine_resource_id,ConditionData/0/useCondition_Value/1,ConditionData/0/useCondition_Value/2,ConditionData/1/useCondition_Type,ConditionData/1/useCondition_Value/0,SpineData/2/hide_spine_resource_id,SpineData/3/show_spine_resource_id,SpineData/3/spine_anim_resource_id,SpineData/3/spine_resource_cord_X,SpineData/3/spine_resource_cord_Y,SpineData/3/spine_resource_scale,SpineData/3/hide_spine_resource_id,SpineData/4/spine_resource_scale,SpineData/8/spine_resource_cord_X,SpineData/8/spine_resource_cord_Y,SpineData/8/spine_resource_scale,SpineData/5/spine_resource_scale,SpineData/8/hide_spine_resource_id,SpineData/5/hide_spine_resource_id,SpineData/7/spine_resource_cord_X,SpineData/7/spine_resource_cord_Y,SpineData/7/spine_resource_scale,SpineData/7/hide_spine_resource_id,SpineData/6/spine_resource_scale,SpineData/6/hide_spine_resource_id,SpineData/9/show_spine_resource_id,SpineData/9/spine_anim_resource_id,SpineData/9/spine_resource_cord_X,SpineData/9/spine_resource_cord_Y,SpineData/9/spine_resource_scale,SpineData/9/hide_spine_resource_id,SpineData/4/hide_spine_resource_id
300501,1ann_mini_ending_redhood,1,True,Stage,,,Locale_SubScenario:1ann_mini_ending_redhood_1,,event_bgm_redash_minigame_story1,set_camera_shake,Low_1,,10000.0,True,Check_CurCharacter,5.0,NKS_sbg_06,0.0,165.0,0.25,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300502,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_2,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300503,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_3,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300504,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_4,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300505,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_5,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300506,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_6,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,NKS_characterDialog_emoji,characterDialog_emoji_05,-42.0,231.0,1.5,,,,,,,,,,,,,,,,,,,,,
300507,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_7,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,NKS_characterDialog_emoji,characterDialog_emoji_07,-42.0,231.0,1.5,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,
300508,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_8,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,NKS_characterDialog_emoji,characterDialog_emoji_07,73.0,231.0,1.5,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,
300509,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_9,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,,,,,,,
300510,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_10,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300511,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_11,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300512,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_12,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300513,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_13,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300514,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_14,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300515,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_15,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300516,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_16,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300517,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_17,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300518,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_18,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300519,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_19,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_01,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300520,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_20,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_01,-42.0,126.0,1.5,NKS_characterDialog_emoji,characterDialog_emoji_04,73.0,231.0,1.5,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300521,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_21,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,,,,,,,
300522,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_22,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300523,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_23,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300524,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_24,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300525,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_25,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300526,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_26,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300527,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_27,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300528,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_28,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300529,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_29,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300530,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_30,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300531,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_31,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,NKS_characterDialog_emoji,characterDialog_emoji_07,73.0,231.0,1.5,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300532,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_32,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_01,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,NKS_characterDialog_emoji,NKS_characterDialog_emoji,characterDialog_emoji_07,-42.0,231.0,1.5,,,,,,,,,,,,,,,,,,,,,
300533,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_33,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,
300534,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_34,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300535,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_35,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300536,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_36,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,NKS_characterDialog_emoji,characterDialog_emoji_05,-42.0,231.0,1.5,,,,,,,,,,,,,,,,,,,,,
300537,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_37,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,
300538,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_38,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300539,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_39,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300540,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_40,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,NKS_characterDialog_emoji,characterDialog_emoji_01,73.0,231.0,1.5,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300541,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_41,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,NKS_characterDialog_emoji,,,,,,,,,,,,,,,,,,,,,,,,,,
300542,1ann_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_42,,,,,,,,Check_CurCharacter,5.0,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,73.0,126.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,-42.0,126.0,1.5,,,,,,,,,105.0,206.0,Check_ItemHold,110009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
300601,1ann_mini_ending_anarchyorr,1,True,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_1,,None,,,,10000.0,True,Check_ItemHold,110010.0,NKS_sbg_08,0.0,165.0,0.25,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300602,1ann_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_2,,,,,,,,Check_ItemHold,110010.0,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300603,1ann_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_3,,,,,,,,Check_ItemHold,110010.0,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300604,1ann_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_4,,,,,,,,Check_ItemHold,110010.0,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300605,1ann_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_5,,,,,,,,Check_ItemHold,110010.0,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300606,1ann_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_6,,,,,,,,Check_ItemHold,110010.0,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300607,1ann_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_7,,,,,,,,Check_ItemHold,110010.0,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300608,1ann_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_8,,,,,,,,Check_ItemHold,110010.0,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300609,1ann_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_9,,,,,,,,Check_ItemHold,110010.0,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
